Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.23343E-4,11.752613721,0.382225158,0.083797274,0.087248322,0
4.29907E-4,12.008288778,0.38682178,0.083221348,0.087248322,0
4.33851E-4,12.267397525,0.389566626,0.082645421,0.093959732,0
4.37869E-4,12.529388519,0.392351026,0.082069495,0.096196868,0
4.47502E-4,12.751537772,0.398973677,0.081589557,0.096196868,0
4.54899E-4,13.023033531,0.404010637,0.08101363,0.102908277,0
4.62575E-4,13.253010695,0.40919273,0.080533692,0.109619687,0
4.68854E-4,13.533099114,0.413397863,0.079957765,0.111856823,0
4.7204E-4,13.768301049,0.41552002,0.079477827,0.118568233,0
4.75237E-4,14.005270147,0.417642307,0.078997888,0.118568233,0
4.84302E-4,14.294091192,0.423617047,0.078421962,0.120805369,0
4.8887E-4,14.537293842,0.426605164,0.077942023,0.123042506,0
4.91571E-4,14.78286323,0.42836456,0.077462085,0.123042506,0
4.95901E-4,15.03032415,0.431173568,0.076982146,0.125279642,0
5.02047E-4,15.279797153,0.435137099,0.076502208,0.127516779,0
5.08246E-4,15.533139717,0.439106228,0.076022269,0.127516779,0
5.11303E-4,15.78800134,0.441053691,0.075542331,0.131991051,0
5.17229E-4,16.045178087,0.444809703,0.075062392,0.131991051,0
5.19707E-4,16.252786055,0.446372625,0.074678441,0.131991051,0
5.34223E-4,16.515658636,0.455440501,0.074198503,0.131991051,0
5.38724E-4,16.784267364,0.458221941,0.073718564,0.134228188,0
5.42478E-4,17.000442725,0.460530909,0.073334613,0.136465324,0
5.47926E-4,17.273285685,0.463863828,0.072854675,0.140939597,0
5.52349E-4,17.548428416,0.466554895,0.072374736,0.14541387,0
5.5862E-4,17.770806682,0.470347399,0.071990785,0.149888143,0
5.63082E-4,18.051293131,0.473029516,0.071510847,0.15212528,0
5.66078E-4,18.277422161,0.474822418,0.071126896,0.154362416,0
5.73092E-4,18.505369567,0.478996651,0.070742945,0.154362416,0
5.76789E-4,18.792952846,0.481183384,0.070263006,0.156599553,0
5.78438E-4,19.024050946,0.482155723,0.069879055,0.156599553,0
5.83855E-4,19.25676426,0.485337562,0.069495105,0.163310962,0
5.87758E-4,19.549589695,0.487617793,0.069015166,0.165548098,0
5.90192E-4,19.785437741,0.489034239,0.068631215,0.165548098,0
5.9324E-4,20.022322694,0.490803329,0.068247264,0.167785235,0
5.97495E-4,20.261131176,0.493262478,0.067863313,0.167785235,0
6.05297E-4,20.501950462,0.49774013,0.067479363,0.172259508,0
6.08711E-4,20.80536031,0.49968751,0.066999424,0.176733781,0
6.11757E-4,21.049554067,0.5014181,0.066615473,0.178970917,0
6.14897E-4,21.294803419,0.503196206,0.066231522,0.178970917,0
6.20839E-4,21.541953406,0.506542921,0.065847572,0.185682327,0
6.30533E-4,21.792123847,0.511955305,0.065463621,0.187919463,0
6.37812E-4,22.046393029,0.515980128,0.06507967,0.187919463,0
6.4653E-4,22.304202293,0.520757513,0.064695719,0.187919463,0
6.53861E-4,22.564499548,0.52473771,0.064311768,0.187919463,0
6.63374E-4,22.762452932,0.529853488,0.064023805,0.1901566,0
6.66666E-4,23.028326935,0.5316111,0.063639854,0.1901566,0
6.69321E-4,23.295832223,0.533024044,0.063255903,0.194630872,0
6.73195E-4,23.564460033,0.535077659,0.062871952,0.194630872,0
6.78599E-4,23.767140209,0.537927126,0.062583989,0.196868009,0
6.86827E-4,24.040213801,0.542232525,0.062200038,0.199105145,0
6.95644E-4,24.317529467,0.546801154,0.061816088,0.201342282,0
6.99234E-4,24.526931264,0.548648432,0.061528124,0.205816555,0
7.03103E-4,24.808055907,0.550630686,0.061144174,0.208053691,0
7.08371E-4,25.019928514,0.553315747,0.06085621,0.210290828,0
7.11006E-4,25.303919991,0.554653041,0.06047226,0.212527964,0
7.16628E-4,25.518636286,0.557492521,0.060184296,0.217002237,0
7.21153E-4,25.806328532,0.55976442,0.059800346,0.225950783,0
7.22619E-4,26.022895344,0.56049821,0.059512382,0.225950783,0
7.34578E-4,26.315430548,0.566437449,0.059128432,0.230425056,0
7.3883E-4,26.536766051,0.56852952,0.058840468,0.232662192,0
7.45246E-4,26.759846474,0.571667435,0.058552505,0.234899329,0
7.54056E-4,27.060238503,0.575939609,0.058168554,0.237136465,0
7.55688E-4,27.286695205,0.576725959,0.057880591,0.237136465,0
7.67917E-4,27.515149063,0.582573942,0.057592628,0.239373602,0
7.78094E-4,27.824218666,0.587379129,0.057208677,0.239373602,0
7.79807E-4,28.057998183,0.588182812,0.056920714,0.243847875,0
7.80645E-4,28.292163613,0.588575011,0.056632751,0.248322148,0
7.86323E-4,28.527797858,0.591224225,0.056344788,0.248322148,0
7.89091E-4,28.764213931,0.592509411,0.056056825,0.252796421,0
7.92164E-4,29.001706987,0.593931417,0.055768862,0.255033557,0
8.02725E-4,29.321699733,0.598781542,0.055384911,0.257270694,0
8.16742E-4,29.566131953,0.605128809,0.055096948,0.25950783,0
8.23989E-4,29.812821861,0.608371171,0.054808984,0.261744966,0
8.32086E-4,30.061818013,0.61196238,0.054521021,0.266219239,0
8.37027E-4,30.312139433,0.614137155,0.054233058,0.268456376,0
8.41067E-4,30.563884029,0.615906769,0.053945095,0.270693512,0
8.46906E-4,30.81743674,0.618450022,0.053657132,0.275167785,0
8.52037E-4,31.072589354,0.620670546,0.053369169,0.277404922,0
8.61287E-4,31.329532141,0.62464166,0.053081206,0.281879195,0
8.62855E-4,31.502089377,0.625310526,0.05288923,0.284116331,0
8.75067E-4,31.763237663,0.63048022,0.052601267,0.286353468,0
8.7941E-4,32.026789418,0.63230165,0.052313304,0.286353468,0
8.81587E-4,32.291186684,0.633211322,0.052025341,0.29082774,0
8.84678E-4,32.556375726,0.63449872,0.051737378,0.295302013,0
8.901E-4,32.823107933,0.636746457,0.051449414,0.29753915,0
8.91985E-4,33.001344442,0.637524485,0.051257439,0.299776286,0
8.97399E-4,33.269557541,0.639750212,0.050969476,0.302013423,0
9.00735E-4,33.539727059,0.641114976,0.050681513,0.306487696,0
9.05182E-4,33.811149464,0.642926193,0.05039355,0.310961969,0
9.07965E-4,34.083267866,0.644055017,0.050105586,0.310961969,0
9.09594E-4,34.265116883,0.644714183,0.049913611,0.313199105,0
9.1147E-4,34.538488375,0.645471354,0.049625648,0.317673378,0
9.16838E-4,34.812868426,0.647630188,0.049337685,0.322147651,0
9.21447E-4,35.088705153,0.649472929,0.049049722,0.322147651,0
9.24535E-4,35.273454119,0.650702321,0.048857746,0.326621924,0
9.2948E-4,35.551587349,0.652661624,0.048569783,0.32885906,0
9.34002E-4,35.831548821,0.654444072,0.04828182,0.331096197,0
9.3635E-4,36.018592584,0.65536578,0.048089844,0.331096197,0
9.40971E-4,36.300455801,0.657173,0.047801881,0.333333333,0
9.44116E-4,36.583415737,0.658397458,0.047513918,0.33557047,0
9.45585E-4,36.772401925,0.658967807,0.047321943,0.337807606,0
9.46676E-4,37.056234258,0.65939082,0.04703398,0.340044743,0
9.4784E-4,37.340464447,0.659841568,0.046746017,0.346756152,0
9.49233E-4,37.530231406,0.660380294,0.046554041,0.348993289,0
9.50752E-4,37.815387533,0.660966767,0.046266078,0.351230425,0
9.55735E-4,38.006281761,0.662883377,0.046074103,0.353467562,0
9.56906E-4,38.293287451,0.663332314,0.045786139,0.353467562,0
9.58117E-4,38.580669009,0.663795526,0.045498176,0.357941834,0
9.6243E-4,38.772985752,0.665441445,0.045306201,0.360178971,0
9.67671E-4,39.063212126,0.66743022,0.045018238,0.364653244,0
9.74766E-4,39.257570519,0.670103728,0.044826262,0.36689038,0
9.76886E-4,39.550477776,0.670898673,0.044538299,0.369127517,0
9.79088E-4,39.843951711,0.671722083,0.044250336,0.375838926,0
9.80053E-4,40.03992862,0.67208206,0.044058361,0.375838926,0
9.81891E-4,40.334150257,0.672767215,0.043770397,0.380313199,0
9.8299E-4,40.530705906,0.673176248,0.043578422,0.384787472,0
9.88789E-4,40.8268281,0.675325275,0.043290459,0.387024609,0
9.9121E-4,41.025030154,0.676218111,0.043098483,0.391498881,0
9.95856E-4,41.323304398,0.677925147,0.04281052,0.398210291,0
1.00011E-3,41.523269434,0.679481879,0.042618545,0.400447427,0
1.00796E-3,41.824814981,0.682329777,0.042330582,0.407158837,0
1.0102E-3,42.026790565,0.683137637,0.042138606,0.409395973,0
1.01509E-3,42.330926701,0.684897303,0.041850643,0.409395973,0
1.01719E-3,42.534258485,0.68564721,0.041658668,0.41163311,0
1.0217E-3,42.84019024,0.687255877,0.041370705,0.413870246,0
1.02246E-3,43.044612897,0.687525976,0.041178729,0.416107383,0
1.02433E-3,43.351636269,0.688191285,0.040890766,0.418344519,0
1.02543E-3,43.55670462,0.688582273,0.040698791,0.422818792,0
1.02713E-3,43.762005138,0.689182261,0.040506815,0.425055928,0
1.03009E-3,44.070815991,0.69022919,0.040218852,0.427293065,0
1.03192E-3,44.277127764,0.690871958,0.040026877,0.429530201,0
1.03561E-3,44.587598443,0.692167914,0.039738913,0.429530201,0
1.03709E-3,44.794888663,0.692684378,0.039546938,0.431767338,0
1.04337E-3,45.003442884,0.69487471,0.039354963,0.434004474,0
1.05235E-3,45.317826864,0.697975598,0.039066999,0.436241611,0
1.05253E-3,45.528327495,0.698037759,0.038875024,0.438478747,0
1.05648E-3,45.845204187,0.699390748,0.038587061,0.438478747,0
1.05781E-3,46.056719697,0.699845828,0.038395085,0.440715884,0
1.05874E-3,46.268415446,0.700161712,0.03820311,0.445190157,0
1.06391E-3,46.587446781,0.701921803,0.037915147,0.447427293,0
1.06632E-3,46.800651023,0.702738368,0.037723171,0.447427293,0
1.06753E-3,47.014042168,0.703145963,0.037531196,0.451901566,0
1.06879E-3,47.334525247,0.703569743,0.037243233,0.458612975,0
1.06953E-3,47.548382742,0.703818774,0.037051257,0.458612975,0
1.07786E-3,47.763872027,0.706615476,0.036859282,0.458612975,0
1.08404E-3,48.088603991,0.708670614,0.036571319,0.460850112,0
1.08717E-3,48.305904256,0.709706359,0.036379343,0.463087248,0
1.08993E-3,48.523821794,0.710616191,0.036187368,0.467561521,0
1.09151E-3,48.851085796,0.711136479,0.035899405,0.469798658,0
1.09388E-3,49.069775093,0.711911912,0.035707429,0.469798658,0
1.09631E-3,49.288905835,0.712707763,0.035515454,0.474272931,0
1.09873E-3,49.508441132,0.713497228,0.035323479,0.478747204,0
1.10137E-3,49.838492236,0.71435727,0.035035515,0.485458613,0
1.10455E-3,50.059168526,0.715388379,0.03484354,0.489932886,0
1.10808E-3,50.280644579,0.716527984,0.034651565,0.494407159,0
1.11478E-3,50.503415949,0.7186813,0.034459589,0.494407159,0
1.11796E-3,50.8383973,0.719698407,0.034171626,0.496644295,0
1.11828E-3,51.06205056,0.719798352,0.033979651,0.498881432,0
1.11972E-3,51.285962756,0.720258851,0.033787675,0.501118568,0
1.12213E-3,51.510342673,0.721023261,0.0335957,0.501118568,0
1.1279E-3,51.847852727,0.72284891,0.033307737,0.503355705,0
1.12918E-3,52.073651802,0.723253835,0.033115761,0.507829978,0
1.13126E-3,52.299861335,0.723907313,0.032923786,0.510067114,0
1.13312E-3,52.526382703,0.724491027,0.03273181,0.512304251,0
1.13469E-3,52.753197905,0.724981827,0.032539835,0.514541387,0
1.13832E-3,53.094581535,0.726115345,0.032251872,0.521252796,0
1.13908E-3,53.32233175,0.726352478,0.032059896,0.523489933,0
1.14109E-3,53.550484198,0.726977741,0.031867921,0.525727069,0
1.14476E-3,53.77908915,0.728116605,0.031675945,0.525727069,0
1.1459E-3,54.008215587,0.728468721,0.03148397,0.525727069,0
1.14682E-3,54.352176973,0.728752802,0.031196007,0.527964206,0
1.1491E-3,54.581910279,0.729453146,0.031004031,0.530201342,0
1.14984E-3,54.811874949,0.729681127,0.030812056,0.534675615,0
1.15286E-3,55.042270818,0.730609164,0.030620081,0.536912752,0
1.15379E-3,55.273027087,0.730895413,0.030428105,0.541387025,0
1.15502E-3,55.503925897,0.731270168,0.03023613,0.543624161,0
1.15525E-3,55.850489792,0.731340922,0.029948167,0.548098434,0
1.15737E-3,56.081893549,0.731986474,0.029756191,0.55033557,0
1.16217E-3,56.313956109,0.733446891,0.029564216,0.554809843,0
1.16322E-3,56.546555021,0.733766134,0.02937224,0.559284116,0
1.16588E-3,56.77953477,0.734570644,0.029180265,0.561521253,0
1.1674E-3,57.012909635,0.735029982,0.028988289,0.565995526,0
1.16966E-3,57.363574937,0.73571066,0.028700326,0.570469799,0
1.17031E-3,57.597582168,0.735904725,0.028508351,0.574944072,0
1.172E-3,57.831915671,0.736411283,0.028316376,0.577181208,0
1.1867E-3,58.068528271,0.740782427,0.0281244,0.577181208,0
1.18936E-3,58.306274432,0.741567444,0.027932425,0.581655481,0
1.19593E-3,58.545055835,0.743491759,0.027740449,0.586129754,0
1.19704E-3,58.784421763,0.743814782,0.027548474,0.58836689,0
1.20033E-3,59.024444046,0.744772057,0.027356498,0.590604027,0
1.20193E-3,59.264785779,0.745237353,0.027164523,0.592841163,0
1.20386E-3,59.505384885,0.745794331,0.026972548,0.597315436,0
1.21151E-3,59.868074791,0.747998425,0.026684584,0.601789709,0
1.2137E-3,60.110751704,0.74862426,0.026492609,0.604026846,0
1.21449E-3,60.353596478,0.748851824,0.026300634,0.608501119,0
1.2153E-3,60.59663102,0.749081861,0.026108658,0.610738255,0
1.21805E-3,60.84000744,0.749865747,0.025916683,0.612975391,0
1.2189E-3,61.083783092,0.75010879,0.025724707,0.615212528,0
1.22226E-3,61.327936927,0.751061986,0.025532732,0.617449664,0
1.22481E-3,61.572713351,0.751782625,0.025340756,0.621923937,0
1.22556E-3,61.817763334,0.751995217,0.025148781,0.62639821,0
1.22921E-3,62.063435749,0.75302293,0.024956806,0.628635347,0
1.22981E-3,62.309344253,0.753189873,0.02476483,0.630872483,0
1.23075E-3,62.555481148,0.753454626,0.024572855,0.63310962,0
1.23271E-3,62.801993974,0.754002539,0.024380879,0.637583893,0
1.23432E-3,63.048774051,0.754453331,0.024188904,0.642058166,0
1.23745E-3,63.296101369,0.755325124,0.023996928,0.646532438,0
1.23853E-3,63.543725444,0.755625713,0.023804953,0.646532438,0
1.24433E-3,63.792439712,0.757234648,0.023612978,0.646532438,0
1.24662E-3,64.041649243,0.757865021,0.023421002,0.648769575,0
1.25131E-3,64.291449623,0.759153809,0.023229027,0.648769575,0
1.25346E-3,64.541985361,0.759743584,0.023037051,0.653243848,0
1.25605E-3,64.793028597,0.760449503,0.022845076,0.657718121,0
1.26276E-3,65.045154799,0.76227092,0.0226531,0.657718121,0
1.26701E-3,65.298238372,0.76341832,0.022461125,0.659955257,0
1.2685E-3,65.551791994,0.763819217,0.02226915,0.662192394,0
1.27594E-3,65.80697667,0.7658082,0.022077174,0.66442953,0
1.27774E-3,66.062396151,0.76628894,0.021885199,0.66442953,0
1.27822E-3,66.317997841,0.766415771,0.021693223,0.668903803,0
1.27902E-3,66.573786193,0.766628401,0.021501248,0.67114094,0
1.28153E-3,66.830054492,0.767294362,0.021309272,0.675615213,0
1.28177E-3,67.086388897,0.767357369,0.021117297,0.675615213,0
1.28634E-3,67.343653626,0.768564366,0.020925322,0.677852349,0
1.28675E-3,67.600991771,0.768671232,0.020733346,0.682326622,0
1.29201E-3,67.85935729,0.77005116,0.020541371,0.682326622,0
1.29494E-3,68.118191858,0.770816596,0.020349395,0.684563758,0
1.29769E-3,68.377701202,0.771533045,0.02015742,0.686800895,0
1.29786E-3,68.507487001,0.771576672,0.020061432,0.689038031,0
1.30021E-3,68.767314344,0.772188215,0.019869457,0.691275168,0
1.3093E-3,69.028622799,0.774532162,0.019677481,0.695749441,0
1.31111E-3,69.290683633,0.77499391,0.019485506,0.697986577,0
1.3115E-3,69.552957849,0.775095771,0.01929353,0.700223714,0
1.31237E-3,69.815349277,0.775316008,0.019101555,0.70246085,0
1.31597E-3,70.078534335,0.776236611,0.01890958,0.704697987,0
1.32039E-3,70.34256583,0.777357797,0.018717604,0.706935123,0
1.33227E-3,70.607949463,0.780345477,0.018525629,0.70917226,0
1.33448E-3,70.874754758,0.78089891,0.018333653,0.711409396,0
1.33691E-3,71.008446039,0.781503827,0.018237666,0.713646532,0
1.34159E-3,71.276476735,0.782664041,0.01804569,0.713646532,0
1.34285E-3,71.544967602,0.782974391,0.017853715,0.718120805,0
1.34551E-3,71.814003261,0.783630136,0.017661739,0.720357942,0
1.35084E-3,72.084083286,0.784939098,0.017469764,0.724832215,0
1.35673E-3,72.355064611,0.786375694,0.017277788,0.727069351,0
1.36054E-3,72.627110081,0.787298982,0.017085813,0.729306488,0
1.3607E-3,72.763179874,0.787337053,0.016989825,0.729306488,0
1.36181E-3,73.035458434,0.7876063,0.01679785,0.733780761,0
1.36585E-3,73.308566124,0.788580654,0.016605874,0.738255034,0
1.37193E-3,73.582411409,0.790036956,0.016413899,0.74049217,0
1.37419E-3,73.857095863,0.790577092,0.016221924,0.742729306,0
1.37852E-3,74.132512742,0.79160613,0.016029948,0.747203579,0
1.38076E-3,74.270589071,0.792136748,0.01593396,0.747203579,0
1.38237E-3,74.546942979,0.792516009,0.015741985,0.751677852,0
1.38516E-3,74.823871935,0.793173584,0.01555001,0.756152125,0
1.38657E-3,75.10115587,0.793504976,0.015358034,0.758389262,0
1.38979E-3,75.3790193,0.794260096,0.015166059,0.760626398,0
1.39184E-3,75.518203182,0.794739488,0.015070071,0.762863535,0
1.39503E-3,75.797185973,0.795482959,0.014878096,0.762863535,0
1.39637E-3,76.076336994,0.795795155,0.01468612,0.765100671,0
1.4014E-3,76.356131245,0.796960555,0.014494145,0.769574944,0
1.40364E-3,76.636843352,0.797476562,0.014302169,0.774049217,0
1.40747E-3,76.777590629,0.798358083,0.014206182,0.776286353,0
1.41574E-3,77.060571137,0.800246645,0.014014206,0.77852349,0
1.42512E-3,77.344776323,0.802366449,0.013822231,0.782997763,0
1.42802E-3,77.63011242,0.803017099,0.013630255,0.785234899,0
1.42957E-3,77.773069506,0.803364306,0.013534268,0.785234899,0
1.43407E-3,78.059470599,0.804368355,0.013342292,0.787472036,0
1.43666E-3,78.346706566,0.804943125,0.013150317,0.789709172,0
1.44315E-3,78.635285423,0.806378986,0.012958341,0.791946309,0
1.44362E-3,78.779647481,0.806482378,0.012862354,0.794183445,0
1.44744E-3,79.068970473,0.807321338,0.012670378,0.796420582,0
1.45097E-3,79.358982806,0.808093467,0.012478403,0.800894855,0
1.45141E-3,79.504124138,0.808190461,0.012382415,0.803131991,0
1.45257E-3,79.794632511,0.808441795,0.01219044,0.805369128,0
1.45541E-3,80.085702476,0.809061402,0.011998464,0.807606264,0
1.46022E-3,80.377702539,0.810102122,0.011806489,0.8098434,0
1.4605E-3,80.523752868,0.810163845,0.011710501,0.812080537,0
1.47284E-3,80.818242443,0.812808664,0.011518526,0.814317673,0
1.47959E-3,81.113572887,0.81424098,0.01132655,0.818791946,0
1.48322E-3,81.261895235,0.815007937,0.011230562,0.821029083,0
1.49067E-3,81.560005696,0.816569031,0.011038587,0.823266219,0
1.49609E-3,81.859049783,0.817697165,0.010846612,0.827740492,0
1.49899E-3,82.008948918,0.818296899,0.010750624,0.829977629,0
1.50082E-3,82.309061083,0.818675373,0.010558648,0.832214765,0
1.50412E-3,82.609682653,0.819353108,0.010366673,0.836689038,0
1.50426E-3,82.760108872,0.819383233,0.010270685,0.836689038,0
1.5089E-3,83.061830882,0.820334496,0.01007871,0.838926174,0
1.51282E-3,83.364270286,0.821133843,0.009886734,0.843400447,0
1.51294E-3,83.515564318,0.821157686,0.009790747,0.845637584,0
1.51716E-3,83.818682953,0.822014111,0.009598771,0.850111857,0
1.52579E-3,84.123537356,0.823753558,0.009406796,0.85458613,0
1.52696E-3,84.27623379,0.823988457,0.009310808,0.856823266,0
1.53355E-3,84.582926168,0.825302138,0.009118833,0.859060403,0
1.53466E-3,84.889856436,0.825522229,0.008926857,0.863534676,0
1.53487E-3,85.043343926,0.825565408,0.00883087,0.865771812,0
1.53693E-3,85.350592369,0.825972863,0.008638894,0.868008949,0
1.53716E-3,85.504308108,0.826017784,0.008542907,0.870246085,0
1.54061E-3,85.812421381,0.826699431,0.008350931,0.872483221,0
1.54339E-3,86.12091889,0.827246656,0.008158956,0.876957494,0
1.54365E-3,86.275284224,0.827298836,0.008062968,0.879194631,0
1.55118E-3,86.585378787,0.828770969,0.007870993,0.879194631,0
1.55265E-3,86.895876124,0.829057317,0.007679017,0.881431767,0
1.55378E-3,87.051253821,0.829276512,0.007583029,0.883668904,0
1.55466E-3,87.362124762,0.829447503,0.007391054,0.888143177,0
1.55758E-3,87.517882515,0.830013099,0.007295066,0.890380313,0
1.55847E-3,87.82955209,0.83018493,0.007103091,0.89261745,0
1.56528E-3,88.141963821,0.831495583,0.006911115,0.894854586,0
1.56901E-3,88.298864359,0.832208847,0.006815128,0.897091723,0
1.57275E-3,88.613365808,0.83292233,0.006623152,0.901565996,0
1.57534E-3,88.770899406,0.833412977,0.006527165,0.903803132,0
1.57879E-3,89.086583019,0.834067102,0.006335189,0.906040268,0
1.58452E-3,89.403318654,0.835144366,0.006143214,0.908277405,0
1.58694E-3,89.562012335,0.835597164,0.006047226,0.910514541,0
1.58896E-3,89.879777278,0.835974483,0.005855251,0.912751678,0
1.59185E-3,90.038961778,0.836512628,0.005759263,0.914988814,0
1.60932E-3,90.359685687,0.839730213,0.005567287,0.914988814,0
1.61002E-3,90.520687767,0.839858562,0.0054713,0.914988814,0
1.61259E-3,90.842984957,0.840326497,0.005279324,0.917225951,0
1.61429E-3,91.004413962,0.840634494,0.005183337,0.919463087,0
1.61669E-3,91.327727628,0.84106949,0.004991361,0.919463087,0
1.6264E-3,91.652300042,0.842815676,0.004799386,0.919463087,0
1.63415E-3,91.815714974,0.844194765,0.004703398,0.921700224,0
1.63786E-3,92.143222228,0.844851928,0.004511423,0.926174497,0
1.63943E-3,92.307164996,0.845127591,0.004415435,0.928411633,0
1.64427E-3,92.63594558,0.845978405,0.004223459,0.93064877,0
1.64586E-3,92.800531099,0.846255961,0.004127472,0.93064877,0
1.64644E-3,93.129798774,0.846357446,0.003935496,0.935123043,0
1.64919E-3,93.294717972,0.846838501,0.003839509,0.937360179,0
1.65195E-3,93.625047896,0.847317732,0.003647533,0.941834452,0
1.65287E-3,93.790335153,0.847478502,0.003551545,0.941834452,0
1.65568E-3,94.121414425,0.847964523,0.00335957,0.946308725,0
1.65709E-3,94.287123488,0.848208672,0.003263582,0.948545861,0
1.6586E-3,94.618835177,0.848468561,0.003071607,0.950782998,0
1.66385E-3,94.785220279,0.849371653,0.002975619,0.950782998,0
1.68176E-3,95.121306584,0.852410025,0.002783644,0.955257271,0
