x,y,species cloglog values
480.0,480.0,4.1002146E-5
481.0,481.0,1.6644879E-5
482.0,482.0,4.6935753E-9
483.0,483.0,1.4303741E-4
484.0,484.0,2.0520423E-7
485.0,485.0,3.2677145E-9
486.0,486.0,0.44742545
487.0,487.0,1.2157455E-5
488.0,488.0,8.182028E-7
489.0,489.0,1.794176E-11
490.0,490.0,2.1079544E-5
491.0,491.0,0.010512026
492.0,492.0,3.856116E-6
493.0,493.0,0.1393084
494.0,494.0,2.365244E-7
495.0,495.0,3.2583927E-7
496.0,496.0,0.4495835
497.0,497.0,1.0403668E-6
498.0,498.0,0.8030171
499.0,499.0,0.6914683
500.0,500.0,0.65383714
501.0,501.0,1.3327306E-10
502.0,502.0,1.1941752E-4
503.0,503.0,4.7076454E-11
504.0,504.0,3.8495485E-4
505.0,505.0,3.0266572E-6
506.0,506.0,2.0723153E-5
507.0,507.0,0.0052986704
508.0,508.0,1.5418189E-7
509.0,509.0,6.0867706E-6
510.0,510.0,1.8824332E-5
511.0,511.0,0.0057675387
512.0,512.0,2.2425704E-5
513.0,513.0,0.005289937
514.0,514.0,0.002090463
515.0,515.0,4.2199253E-4
516.0,516.0,2.1251764E-5
517.0,517.0,2.283002E-7
518.0,518.0,2.9186021E-5
519.0,519.0,6.254321E-5
520.0,520.0,0.014713851
521.0,521.0,9.755257E-7
522.0,522.0,2.1851107E-5
523.0,523.0,2.7683943E-6
524.0,524.0,0.76594555
525.0,525.0,1.9302819E-4
526.0,526.0,1.5287801E-4
527.0,527.0,0.7776567
528.0,528.0,1.730066E-6
529.0,529.0,0.0047676046
530.0,530.0,8.776319E-7
531.0,531.0,8.822106E-4
532.0,532.0,3.4546295E-9
533.0,533.0,8.08134E-6
534.0,534.0,9.469175E-4
535.0,535.0,5.8301976E-6
536.0,536.0,0.0011589961
537.0,537.0,1.0657132E-5
538.0,538.0,1.336206E-9
539.0,539.0,1.322467E-4
540.0,540.0,5.172607E-7
541.0,541.0,3.2382166E-5
542.0,542.0,4.656657E-7
543.0,543.0,1.7689352E-4
544.0,544.0,0.027551472
545.0,545.0,0.0012466912
546.0,546.0,3.4613058E-6
547.0,547.0,4.3112192E-10
548.0,548.0,1.3190371E-4
549.0,549.0,0.12062595
550.0,550.0,2.6133831E-8
551.0,551.0,0.002132022
552.0,552.0,3.7686245E-6
553.0,553.0,0.0010503018
554.0,554.0,0.51883256
555.0,555.0,4.5535835E-8
556.0,556.0,0.6368623
557.0,557.0,0.0011674572
558.0,558.0,1.855049E-5
559.0,559.0,0.09202423
560.0,560.0,6.8643766E-9
561.0,561.0,4.0064563E-7
562.0,562.0,2.1179614E-4
563.0,563.0,6.337736E-8
564.0,564.0,7.5434144E-7
565.0,565.0,3.2924984E-8
566.0,566.0,6.054996E-7
567.0,567.0,0.0020519425
568.0,568.0,0.0015836991
569.0,569.0,2.1892997E-6
570.0,570.0,0.24115029
571.0,571.0,4.284562E-9
572.0,572.0,8.694707E-9
573.0,573.0,3.1086194E-5
574.0,574.0,5.195518E-6
575.0,575.0,0.004678588
576.0,576.0,8.8041736E-7
577.0,577.0,1.569705E-9
578.0,578.0,2.3168813E-4
579.0,579.0,6.647937E-6
580.0,580.0,1.3170929E-8
581.0,581.0,7.3535243E-6
582.0,582.0,3.976563E-6
583.0,583.0,0.38268092
584.0,584.0,2.0039971E-7
585.0,585.0,5.1562654E-7
586.0,586.0,2.0421886E-10
587.0,587.0,0.022653405
588.0,588.0,3.2060707E-4
589.0,589.0,1.3174981E-5
590.0,590.0,0.8272988
591.0,591.0,1.1197267E-8
592.0,592.0,1.16421885E-8
593.0,593.0,2.5094187E-7
594.0,594.0,0.010987313
595.0,595.0,9.104792E-7
596.0,596.0,9.977398E-6
597.0,597.0,0.024938302
598.0,598.0,2.770033E-6
599.0,599.0,1.1617441E-5
600.0,600.0,0.018242665
601.0,601.0,2.1532667E-5
602.0,602.0,0.014178886
603.0,603.0,2.2565944E-5
604.0,604.0,3.7818914E-5
605.0,605.0,6.268362E-5
606.0,606.0,0.78150386
607.0,607.0,9.0391006E-7
608.0,608.0,1.0153417E-7
609.0,609.0,7.803138E-6
610.0,610.0,2.7634972E-10
611.0,611.0,1.2707858E-5
612.0,612.0,2.3872456E-4
613.0,613.0,1.0952688E-4
614.0,614.0,0.8202144
615.0,615.0,2.9803834E-5
616.0,616.0,1.7292507E-5
617.0,617.0,0.7553997
618.0,618.0,1.6868782E-7
619.0,619.0,0.00791856
620.0,620.0,7.7330864E-5
621.0,621.0,1.6693646E-10
622.0,622.0,1.6994883E-10
623.0,623.0,0.017878866
624.0,624.0,1.991379E-6
625.0,625.0,0.22129148
626.0,626.0,1.09100605E-4
627.0,627.0,4.358873E-6
628.0,628.0,7.271313E-6
629.0,629.0,1.3260111E-5
630.0,630.0,9.798559E-7
631.0,631.0,2.2700038E-4
632.0,632.0,1.6796755E-9
633.0,633.0,2.5792783E-6
634.0,634.0,0.16551471
635.0,635.0,2.8342981E-8
636.0,636.0,6.2184995E-7
637.0,637.0,1.285686E-7
638.0,638.0,1.01787955E-4
639.0,639.0,1.4772872E-10
640.0,640.0,4.234013E-5
641.0,641.0,4.7035684E-4
642.0,642.0,0.0034830568
643.0,643.0,4.0782604E-7
644.0,644.0,8.718485E-10
645.0,645.0,0.0010268466
646.0,646.0,0.5330241
647.0,647.0,9.4379275E-4
648.0,648.0,0.5517045
649.0,649.0,0.10261354
650.0,650.0,4.257761E-5
651.0,651.0,2.3143779E-4
652.0,652.0,3.8295737E-5
653.0,653.0,7.7011875E-10
654.0,654.0,5.1196714E-11
655.0,655.0,1.6337408E-6
656.0,656.0,8.770151E-6
657.0,657.0,6.0294505E-4
658.0,658.0,2.8237335E-10
659.0,659.0,0.011938771
660.0,660.0,2.878022E-8
661.0,661.0,1.2315378E-6
662.0,662.0,1.0199633E-6
663.0,663.0,0.003741236
664.0,664.0,0.028768154
665.0,665.0,1.4279279E-5
666.0,666.0,1.766619E-8
667.0,667.0,0.22357468
668.0,668.0,3.794934E-5
669.0,669.0,1.8151159E-5
670.0,670.0,3.7165958E-4
671.0,671.0,4.6878386E-6
672.0,672.0,2.5932679E-5
673.0,673.0,3.0642565E-5
674.0,674.0,3.273753E-8
675.0,675.0,1.3768597E-7
676.0,676.0,4.0048397E-7
677.0,677.0,2.6336008E-6
678.0,678.0,3.394545E-6
679.0,679.0,0.7954297
680.0,680.0,1.5365007E-6
681.0,681.0,0.0029348016
682.0,682.0,1.8656548E-6
683.0,683.0,2.9362188E-4
684.0,684.0,8.484531E-7
685.0,685.0,3.707295E-5
686.0,686.0,7.533146E-6
687.0,687.0,8.039023E-4
688.0,688.0,0.0961286
689.0,689.0,1.6407395E-4
690.0,690.0,3.91712E-10
691.0,691.0,1.514326E-7
692.0,692.0,0.7700512
693.0,693.0,3.5152014E-4
694.0,694.0,6.011485E-8
695.0,695.0,0.003198264
696.0,696.0,2.7020703E-6
697.0,697.0,1.8191103E-4
698.0,698.0,2.009163E-4
699.0,699.0,0.0032309021
700.0,700.0,1.4472255E-6
701.0,701.0,4.7798944E-6
702.0,702.0,1.8628443E-10
703.0,703.0,2.0071258E-7
704.0,704.0,0.29270247
705.0,705.0,5.933603E-6
706.0,706.0,4.0588784E-5
707.0,707.0,3.113396E-4
708.0,708.0,1.9490423E-9
709.0,709.0,1.1458166E-6
710.0,710.0,2.279691E-5
711.0,711.0,0.00205394
712.0,712.0,3.4899826E-6
713.0,713.0,6.800634E-7
714.0,714.0,8.013586E-7
715.0,715.0,9.832908E-6
716.0,716.0,7.857493E-7
717.0,717.0,3.900793E-5
718.0,718.0,1.03039765E-5
719.0,719.0,2.648755E-6
720.0,720.0,3.967106E-7
721.0,721.0,4.3594046E-5
722.0,722.0,2.1931715E-5
723.0,723.0,2.8181275E-9
724.0,724.0,1.2292503E-5
725.0,725.0,2.4450035E-6
726.0,726.0,4.118724E-4
727.0,727.0,4.3453343E-9
728.0,728.0,8.733433E-10
729.0,729.0,0.0011313092
730.0,730.0,1.15009435E-7
731.0,731.0,0.22711962
732.0,732.0,1.7414897E-6
733.0,733.0,6.100622E-5
734.0,734.0,6.2616846E-7
735.0,735.0,8.410367E-7
736.0,736.0,9.335334E-8
737.0,737.0,0.5925094
738.0,738.0,3.3967908E-8
739.0,739.0,0.008909068
740.0,740.0,4.833365E-5
741.0,741.0,7.9421113E-7
742.0,742.0,0.007866589
743.0,743.0,0.8459784
744.0,744.0,2.6153324E-10
745.0,745.0,0.23303749
746.0,746.0,0.0046334057
747.0,747.0,1.4804243E-6
748.0,748.0,8.6506894E-8
749.0,749.0,1.5234499E-4
750.0,750.0,6.171451E-6
751.0,751.0,9.810943E-7
752.0,752.0,0.41552
753.0,753.0,0.76729435
754.0,754.0,8.78184E-6
755.0,755.0,9.1784426E-7
756.0,756.0,9.11293E-8
757.0,757.0,2.1229057E-6
758.0,758.0,7.904245E-9
759.0,759.0,4.774203E-10
760.0,760.0,0.32372555
761.0,761.0,3.679489E-5
762.0,762.0,3.891829E-5
763.0,763.0,1.2964078E-6
764.0,764.0,0.6992555
765.0,765.0,1.215299E-9
766.0,766.0,1.3836211E-9
767.0,767.0,6.9104153E-6
768.0,768.0,0.001223251
769.0,769.0,0.07684692
770.0,770.0,3.98324E-4
771.0,771.0,5.486978E-6
772.0,772.0,2.6377791E-5
773.0,773.0,4.956147E-7
774.0,774.0,1.2529039E-8
775.0,775.0,2.0486912E-6
776.0,776.0,1.8673436E-6
777.0,777.0,5.6802332E-6
778.0,778.0,4.2334216E-7
779.0,779.0,0.4410537
780.0,780.0,1.4588808E-7
781.0,781.0,9.906905E-7
782.0,782.0,1.3799341E-4
783.0,783.0,1.5708462E-4
784.0,784.0,2.9403942E-5
785.0,785.0,0.019538153
786.0,786.0,0.004183761
787.0,787.0,6.0148275E-5
788.0,788.0,0.70857215
789.0,789.0,6.4074766E-7
790.0,790.0,1.0202763E-5
791.0,791.0,7.917596E-9
792.0,792.0,7.623872E-5
793.0,793.0,0.039893642
794.0,794.0,0.08814479
795.0,795.0,3.3581156E-9
796.0,796.0,1.4594723E-4
797.0,797.0,2.403202E-6
798.0,798.0,4.7372897E-9
799.0,799.0,8.9864164E-7
800.0,800.0,6.828095E-4
801.0,801.0,4.7901045E-7
802.0,802.0,4.4846638E-10
803.0,803.0,2.6323022E-10
804.0,804.0,4.630127E-8
805.0,805.0,0.0012335911
806.0,806.0,2.7446917E-4
807.0,807.0,1.1556869E-8
808.0,808.0,0.0045273933
809.0,809.0,1.1691892E-4
810.0,810.0,1.5898365E-4
811.0,811.0,0.56852955
812.0,812.0,0.0043363497
813.0,813.0,4.2359134E-6
814.0,814.0,5.7032274E-4
815.0,815.0,3.8554113E-6
816.0,816.0,2.0834263E-5
817.0,817.0,7.545649E-5
818.0,818.0,1.6091413E-6
819.0,819.0,2.3004397E-6
820.0,820.0,0.07642378
821.0,821.0,2.2207273E-6
822.0,822.0,2.986392E-9
823.0,823.0,3.684518E-5
824.0,824.0,0.16993192
825.0,825.0,2.7266671E-5
826.0,826.0,0.0036764168
827.0,827.0,0.70633626
828.0,828.0,6.996752E-7
829.0,829.0,2.5290157E-7
830.0,830.0,0.77510685
831.0,831.0,1.3474714E-6
832.0,832.0,8.3565743E-7
833.0,833.0,5.365724E-6
834.0,834.0,2.280216E-9
835.0,835.0,6.446267E-8
836.0,836.0,5.0621147E-6
837.0,837.0,2.0556523E-5
838.0,838.0,2.6947458E-7
839.0,839.0,1.8097811E-4
840.0,840.0,0.70275724
841.0,841.0,2.4584028E-6
842.0,842.0,8.7069526E-7
843.0,843.0,3.859616E-6
844.0,844.0,4.1380714E-5
845.0,845.0,0.0080206385
846.0,846.0,3.9316618E-8
847.0,847.0,0.6579213
848.0,848.0,1.4472513E-6
849.0,849.0,4.928532E-4
850.0,850.0,9.824034E-6
851.0,851.0,1.5398161E-6
852.0,852.0,9.0940645E-8
853.0,853.0,0.7446452
854.0,854.0,1.5687961E-7
855.0,855.0,1.4374581E-4
856.0,856.0,0.0023199464
857.0,857.0,1.9608373E-9
858.0,858.0,3.5347574E-4
859.0,859.0,0.3709896
860.0,860.0,3.8751917E-9
861.0,861.0,2.6162672E-10
862.0,862.0,1.9164822E-6
863.0,863.0,0.3309312
864.0,864.0,3.3753673E-7
865.0,865.0,4.142238E-7
866.0,866.0,1.7687425E-7
867.0,867.0,2.8816346E-6
868.0,868.0,0.009466504
