Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.76344E-3,95.115450627,0.864315707,0.002595156,0.957494407,0
1.76987E-3,95.292437578,0.8653,0.002499039,0.959731544,0
1.77209E-3,95.64677672,0.865637731,0.002306805,0.964205817,0
1.77701E-3,95.824477624,0.866384905,0.002210688,0.966442953,0
1.7825E-3,96.002727719,0.867213492,0.002114571,0.966442953,0
1.7857E-3,96.359637095,0.867693549,0.001922338,0.968680089,0
1.78656E-3,96.538292626,0.867821891,0.001826221,0.968680089,0
1.80427E-3,96.89749444,0.870447362,0.001633987,0.973154362,0
1.8224E-3,97.079734223,0.873080627,0.00153787,0.975391499,0
1.85057E-3,97.264790997,0.877066399,0.001441753,0.975391499,0
1.86658E-3,97.637621628,0.879276605,0.001249519,0.977628635,0
1.8694E-3,97.824562101,0.879661573,0.001153403,0.979865772,0
1.87777E-3,98.012339464,0.880796911,0.001057286,0.979865772,0
1.91521E-3,98.392564454,0.885745816,0.000865052,0.982102908,0
1.96003E-3,98.588567563,0.891401581,0.000768935,0.984340045,0
1.98517E-3,98.787084381,0.894450034,0.000672818,0.986577181,0
2.00297E-3,99.18656085,0.896557493,0.000480584,0.991051454,0
2.00516E-3,99.387076619,0.896813027,0.000384468,0.993288591,0
2.02628E-3,99.589704146,0.899251931,0.000288351,0.995525727,0
2.03085E-3,99.792788655,0.899772072,0.000192234,0.997762864,0
2.07211E-3,100,0.904349319,0.000096117,1,0
